name	address	latitude	longitude	phone	workingTime	province	point
Sacombank-Chi nhánh Đăk Nông-Phòng giao dịch Cư Jút	Lô D1 KCN Tâm Thắng, Xã Tâm Thắng, Huyện Cư Jút, Tỉnh Đắk Nông	12.6073192	107.9164441	(0261) 354 5443 (5444)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Nông	100
Sacombank-Chi nhánh Đăk Nông-Phòng giao dịch Kiến Đức	40 Nguyễn Tất Thành, Thị trấn Kiến Đức, Huyện Đăk R'lấp, Tỉnh Đắk Nông	11.9928817	107.5106554	(0261) 3648 067 	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Nông	100
Sacombank-Chi nhánh Đăk Nông-Phòng giao dịch Đăk Mil	61 Nguyễn Tất Thành, Thị trấn Đăk Mil, Huyện Đăk Mil, Tỉnh Đắk Nông	12.452585	107.6272523	(0261) 3751 898	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Đắk Nông	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Vĩnh Thạnh	1315B-1315C Ấp Vĩnh Quới, Thị trấn Vĩnh Thạnh, Huyện Vĩnh Thạnh, Thành phố Cần Thơ	10.1465634	105.3306814	(0292) 3641 999	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Bình Thủy	34 A2 - KCN Trà Nóc 1, Phường Trà Nóc, Quận Bình Thủy, Thành phố Cần Thơ	10.0985306	105.7087128	(0292) 3843 282	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Cờ Đỏ	79 Hà Huy Giáp, Thị trấn Cờ Đỏ, Huyện Cờ Đỏ, Thành phố Cần Thơ	10.0894719	105.431957099999	(0292) 3730 002	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Cần Thơ-Phòng giao dịch Phong Điền	241-243 Phan Văn Trị, Ấp Thị Tứ, Thị trấn Phong Điền, Huyện Phong Điền, Thành phố Cần Thơ	10.0328265	105.7795482	(0292) 3851 740	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Cần Thơ	100
Sacombank-Chi nhánh Bến Tre-Phòng giao dịch Giồng Trôm	600 Khu phố 2, Thị trấn Giồng Trôm, Huyện Giồng Trôm, Tỉnh Bến Tre	10.1751757	106.50538	(0275) 3511 113	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bến Tre	100
Sacombank-Chi nhánh Bến Tre-Phòng giao dịch Bình Đại	159/C, Khu phố 3, Thị trấn Bình Đại, Huyện Bình Đại, Tỉnh Bến Tre	10.1784619	106.702825	(0275) 3742 743	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bến Tre	100
Sacombank-Chi nhánh Bến Tre-Phòng giao dịch Mỏ Cày	256 Khu phố 2, Thị trấn Mỏ Cày, Huyện Mỏ Cày Nam, Tỉnh Bến Tre	10.1269241	106.337549299999	(0275) 3662 662	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bến Tre	100
Sacombank-Chi nhánh Bến Tre-Phòng giao dịch Chợ Lách	137/14B Khu phố 2, Thị trấn Chợ Lách, Huyện Chợ Lách, Tỉnh Bến Tre	10.2674473	106.131630299999	(0275) 3871 109 (107,108)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bến Tre	100
Sacombank-Chi nhánh Thạnh Phú	Số 191/4 đường Trần Thị Tiết, Khu phố 4, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Tỉnh Bến Tre	9.9561712	106.5081554	(0275) 3512 295	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bến Tre	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Đập Đá	133 - 135 đường Lê Duẩn, Phường Đập Đá, Thị xã An Nhơn, Tỉnh Bình Định	13.8641717	109.0690976	(0256) 3639 702	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Tây Sơn	414A - 414B Quang Trung, Thị trấn Phú Phong, Huyện Tây Sơn, Tỉnh Bình Định	13.8873165	109.1017575	(0256) 3580 939	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định	98 Mai Xuân Thưởng, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Tỉnh Bình Định	13.7741854	109.221081299999	(0256) 3817 493	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Phú Tài	1592 Hùng Vương, Phường Trần Quang Diệu, Thành phố Quy Nhơn, Tỉnh Bình Định	13.793883	109.1539378	(0256) 3521 645 (46)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Lê Lợi	38 đường 31/3, Phường Lê Lợi, Thành phố Quy Nhơn, Tỉnh Bình Định	13.7739599	109.233953199999	(0256) 3817 177	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Bồng Sơn	3080 Quang Trung, Phường Bồng Sơn, Thị xã Hoài Nhơn, Tỉnh Bình Định	14.4325409	109.017456199999	(0256) 3961 370	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bình Định-Phòng giao dịch Tam Quan	404 Quang Trung, Phường Tam Quan, Thị xã Hoài Nhơn, Tỉnh Bình Định	14.5505276	109.0436237	(0256) 3860 180	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Định	100
Sacombank-Chi nhánh Bắc Ninh	122 Trần Phú, Phường Đông Ngàn, Thành phố Từ Sơn, Tỉnh Bắc Ninh	21.1164489	105.956403099999	(0241) 3743 965	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bắc Ninh	100
Sacombank-Chi nhánh Bắc Ninh-Phòng giao dịch Nguyễn Gia Thiều	113 Nguyễn Gia Thiều - Phường Suối Hoa Thành phố Bắc Ninh - tỉnh Bắc Ninh	21.185462	106.0718134	(0241) 3893 833	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bắc Ninh	100
Sacombank-Chi nhánh Bắc Ninh-Phòng giao dịch Tiên Du	140-142 Lý Thường Kiệt, Thị trấn Lim, Huyện Tiên Du, Tỉnh Bắc Ninh	21.144745	106.019935499999	(0241) 3710 711	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bắc Ninh	100
Sacombank-Chi nhánh Bắc Ninh-Phòng giao dịch Quế Võ	Số 100 Khu 1, Phường Phố Mới, Thị xã Quế Võ, Tỉnh Bắc Ninh	21.1534803	106.1536828	(0222) 3.635 853 - 3.635 852	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bắc Ninh	100
Sacombank-Chi nhánh Bắc Ninh-Phòng giao dịch Thuận Thành	Thửa đất số 195, Tờ bản đồ số 93, Phố Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh	21.0647957	106.085286399999	(0241) 3775 886	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bắc Ninh	100
Sacombank-Chi nhánh Bạc Liêu	Số 248 đường Trần Phú, Khóm 5, Phường 7, Thành phố Bạc Liêu, Tỉnh Bạc Liêu	9.293789	105.7221514	(0291) 3932 200	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bạc Liêu	100
Sacombank-Chi nhánh Bạc Liêu-Phòng giao dịch Giá Rai Bạc Liêu	151-153 Quốc Lộ 1A, Khóm 2, Phường Hộ Phòng, Thị xã Giá Rai, Tỉnh Bạc Liêu	9.2368309	105.4528927	(0291) 3671 484	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bạc Liêu	100
Sacombank-Chi nhánh Bến Cát-Phòng giao dịch Bàu Bàng	Thửa đất số 173, TBĐ số 26, đại lộ Bình Dương, Tổ 2, Ấp Bàu Bàng, Xã Lai Uyên, Huyện Bàu Bàng, Tỉnh Bình Dương	11.2646399	106.635714	(0274) 3562 863	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bến Cát-Phòng giao dịch Hòa Lợi	39 Khu phố An Hòa, Phường Hòa Lợi, Thành Phố Bến Cát, Tỉnh Bình Dương 	11.105794	106.6807063	(0274) 3559 669	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bến Cát	28 Hùng Vương, Khu phố 1, Phường Mỹ Phước, Thị xã Bến Cát, Tỉnh Bình Dương 	11.1534131	106.5891507	(0274) 3559 669	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Dĩ An	9/22 Trần Hưng Đạo, Khu phố Bình Minh 2, Phường Dĩ An, Thị xã Dĩ An, Tỉnh Bình Dương	10.8913914	106.7846336	(0274) 3734 840	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Bình Dương-Phòng giao dịch Quốc lộ 1 K	337 đường Quốc Lộ 1K, Khu phố Đông A, Phường Đông Hòa, Thị xã Dĩ An, Tỉnh Bình Dương	10.8703446	106.7748642	(0274) 3772 223 (24,25)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-SBA-Công ty Quản lý nợ và Khai thác Tài sản-Chi nhánh Bình Dương	Lô MN - Đường số 10 - KCN Sóng Thần 1 - Phường Dĩ An - thị xã Dĩ An - tỉnh Bình Dương	10.8926523	106.7482783	(0274) 373 7916	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Bình Dương	100
Sacombank-Chi nhánh Hà Nam	189 Lê Công Thanh, Phường Minh Khai, Thành phố Phủ Lý, Tỉnh Hà Nam	20.5432431	105.919940699999	(0226) 3566 666	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nam	100
Sacombank-Chi nhánh Thăng Long-Phòng giao dịch Trần Duy Hưng	82 Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội	21.012054	105.800952	(024) 3783 4176	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đông Đô-Phòng giao dịch Quan Hoa	Tầng 1 nhà A3 - Làng Quốc tế Thăng Long, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội	21.0393813	105.792706299999	(024) 3791 0950	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đông Đô	363 Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Thành phố Hà Nội	21.046074	105.7914173	(024) 3791 5299	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đông Đô-Phòng giao dịch Cầu Giấy	Tổ 22 Trần Đăng Ninh kéo dài, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội	21.0317705	105.79134	(024) 3767 8228	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đống Đa-Phòng giao dịch Thượng Đình	129K đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Thành phố Hà Nội 	21.0000373	105.814298099999	(024) 3923 3273	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thanh Trì-Phòng giao dịch Đồng Tâm	168 Phố Vọng, Phường Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội	20.9984163	105.8422928	(024) 3628 5422 (23,24)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội-Phòng giao dịch Lĩnh Nam	183 Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Thành phố Hà Nội	20.9856481	105.8705127	(024) 6284 0368	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thanh Trì-Phòng giao dịch Linh Đàm	Ô số 12, Dãy B, Lô TT3, Khu đô thị mới Tây Nam hồ Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Thành phố Hà Nội	20.981739	105.8590793	(024) 3200 9922	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thanh Trì-Phòng giao dịch Tân Mai	814 Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Thành phố Hà Nội	20.9787922	105.8430942	(024) 3642 1661	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thường Tín-Phòng giao dịch Ứng Hòa	177 Lê Lợi, Thị trấn Vân Đình, Huyện Ứng Hòa, Thành phố Hà Nội	20.7362112	105.7705119	(024) 3376 5536	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thăng Long-Phòng giao dịch Đốc Ngữ	147 Đốc Ngữ, Quận Ba Đình, Thành phố Hà Nội	21.038391	105.812754999999	(024) 3232 1790 (792)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hàng Bài-Phòng giao dịch Hà Thành	25-27 Cửa Bắc, Quận Ba Đình, Thành phố Hà Nội	21.04467	105.843147999999	(024) 3927 5415	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đông Đô-Phòng giao dịch Đào Tấn	60 Đào Tấn, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội	21.0321197	105.810431399999	(024) 3211 5599	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thăng Long-Phòng giao dịch Đội Cấn	149G Đội Cấn, Quận Ba Đình, Thành phố Hà Nội	21.034995	105.8249	(024) 3722 7361	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Phan Đình Phùng	25A Phan Đình Phùng, Quận Ba Đình, Thành phố Hà Nội	21.040059	105.844765999999	(024) 3848 9971 (72)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Từ Liêm-Phòng giao dịch Trịnh Văn Bô	Ô đất số 07-08 lô TTA, Khu văn phòng, nhà ở và dịch vụ công cộng Xuân Phương Garden, phường Phương Canh, quận Nam Từ Liêm, Thành phố Hà Nội	21.040448	105.739205	0243 7760 999	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô	88 Lý Thường Kiệt, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội	21.025682	105.842714	(024) 3942 8095	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hàng Bài	27 Phố Hàng Bài, Phường Hàng Bài, Quận Hoàn Kiếm, Thành phố Hà Nội  	21.0268184	105.8484621	(024) 3936 5101	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Hàng Bồ	88 Phố Hàng Bồ, Phường Hàng Bồ, Quận Hoàn Kiếm, Thành phố Hà Nội  	21.0338679	105.845895299999	(024) 3923 3335	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Lý Nam Đế	10A3 Lý Nam Đế, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội	21.0385545	105.8459437	(024) 3747 8418	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Đồng Xuân	37 phố Hàng Chiếu, Phường Đồng Xuân, Quận Hoàn Kiếm, Thành phố Hà Nội	21.0371627	105.851544099999	(024) 3929 0135	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Hàng Bạc	87 Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Thành phố Hà Nội	21.0339482	105.852219999999	(024) 3926 3467 (4574)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thủ Đô-Phòng giao dịch Hoàn Kiếm	61A phố Đường Thành, Phường Cửa Đông, Quận Hoàn Kiếm, Thành phố Hà Nội	21.03105	105.847172	(024) 3923 2140 (0823)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Long Biên-Phòng giao dịch Ocean Park	Ô Thương Mại Số HD09-SP.BH-64 và HD09-SP.09-73, thuộc khối công trình CCKO-02-SP.C tại lô đất CCKO-02(HD09-SP),Xã Dương Xá, Huyện Gia Lâm, Thành phố Hà Nội	21.0132256	105.8481472	(024) 3622 8834	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Long Biên-Phòng giao dịch Ngô Gia Tự	675 Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Thành phố Hà Nội	21.067833	105.899589999999	(024) 3652 2055	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Long Biên	484 Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội	21.0476617	105.880002399999	(024) 3872 7768	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thanh Trì-Phòng giao dịch Tân Triều	Số 326 - 328 Đường Phan Trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Thành Phố Hà Nội	20.9581456	105.804683299999	(024) 3311 9186	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Thanh Trì	337 Ngọc Hồi, Thị trấn Văn Điển, Huyện Thanh Trì, Thành phố Hà Nội	20.9436823	105.842211099999	(024) 3681 4855	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Đống Đa-Phòng giao dịch Văn Quán	139A Chiến Thắng, Xã Tân Triều, Huyện Thanh Trì, Thành phố Hà Nội	20.980414	105.795245	(024) 3552 7688	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội-Phòng giao dịch Chợ Mơ	396 Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Thành phố Hà Nội	20.998924	105.850314	(024) 3863 1686	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội-Phòng giao dịch Kim Ngưu	209-211-213 Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Thành phố Hà Nội	20.998992	105.861685999999	(024) 3632 0490	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội	66 Hòa Mã, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội	21.015369	105.853297	(024) 3943 7372 (418)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội-Phòng giao dịch Mai Động	452-454 đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội 	20.9981626	105.8679299	(024) 3632 0106	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Hà Nội-Phòng giao dịch Bách Khoa	70 Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội	21.007737	105.847463	(024) 3623 1046	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-SBA-Công ty Quản lý nợ và Khai thác Tài sản-Chi nhánh Hà Nội	260-262 Phố Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội	21.0155474	105.8512997	(024) 3872 8324	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Hà Nội	100
Sacombank-Chi nhánh Lâm Đồng-Phòng giao dịch Bảo Lộc	39-41-43 Lê Thị Pha, Phường 1, Thành phố Bảo Lộc, Tỉnh Lâm Đồng	11.5459046	107.8094608	(0263) 3711 258	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Lâm Đồng	100
Sacombank-Chi nhánh Lâm Đồng-Phòng giao dịch Đức Trọng	715 Quốc lộ 20, Thị trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng	11.7276555	108.370061599999	(0263) 3650 506	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Lâm Đồng	100
Sacombank-Chi nhánh Khánh Hòa-Phòng giao dịch Diên Khánh	29 Lạc Long Quân, Thị trấn Diên Khánh, Huyện Diên Khánh, Tỉnh Khánh Hòa	12.2569876	109.1045387	(0258) 3813 888 (87)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Khánh Hòa	100
Sacombank-Chi nhánh Ninh Hòa-Phòng giao dịch Vạn Ninh	128 Hùng Vương, Thị trấn Vạn Giã, Huyện Vạn Ninh, Tỉnh Khánh Hòa	12.6911146	109.2202322	(0258) 3913 264 (65)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Khánh Hòa	100
Sacombank-Chi nhánh Khánh Hòa-Phòng giao dịch Cam Lâm	173 Trường Chinh, Tổ dân phố Bãi Giếng 3, Thị trấn Cam Đức, Huyện Cam Lâm, Tỉnh Khánh Hòa	12.0658672	109.1587749	(0258) 3983 788 (89)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Khánh Hòa	100
Sacombank-Chi nhánh Khánh Hòa	76 Quang Trung, Phường Lộc Thọ, Thành phố Nha Trang, Tỉnh Khánh Hòa	12.2482549	109.1907671	(0258) 3817 594 (90)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Khánh Hòa	100
Sacombank-Chi nhánh Kon Tum-Phòng giao dịch Đăk Bla	73A Phan Đình Phùng, Phường Quang Trung, Thành phố Kon Tum, Tỉnh Kon Tum	14.3591032	107.999734799999	(0260) 3919 879	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kon Tum	100
Sacombank-Chi nhánh Kon Tum	353 Trần Phú, Phường Thắng Lợi, Thành phố Kon Tum, Tỉnh Kon Tum	14.3514116	108.006006099999	(0260) 3913 457	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kon Tum	100
Sacombank-Chi nhánh Kon Tum-Phòng giao dịch Đăk Hà	297 Hùng Vương, Huyện Đăk Hà, Tỉnh KonTum	14.5102201	107.922082499999	(0260) 3826 789	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kon Tum	100
Sacombank-Chi nhánh Kon Tum-Phòng giao dịch Ngọc Hồi	77 Hùng Vương, Thị trấn Pleikần, Huyện Ngọc Hồi, Tỉnh KonTum	14.7069775	107.688978599999	(0260) 3832 836	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kon Tum	100
Sacombank-Chi nhánh Kon Tum-Phòng giao dịch Đăk Tô	330A Hùng Vương, Thị trấn Đăk Tô, Huyện Đăk Tô, Tỉnh Kon Tum	14.657989	107.810522799999	(0260) 3831 555	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kon Tum	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Tân Hiệp	496 Quốc Lộ 80, Ấp Đông Thành, Xã Đông Thạnh A, Huyện Tân Hiệp, Tỉnh Kiên Giang	10.1154358	105.2834404	(0297) 3731 931 (34,35)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Vĩnh Thuận	1090 Tổ NDTQ số 82, Khu phố Vĩnh Phước 2, Thị trấn Vĩnh Thuận, Huyện Vĩnh Thuận, Tỉnh Kiên Giang	9.5101053	105.2591842	(0297) 3690 778 (79)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Gò Quao	94 đường 3/2, Khu phố Phước Trung 2, Thị trấn Gò Quao, Huyện Gò Quao, Tỉnh Kiên Giang	9.7286197	105.2792929	(0297) 3817 777	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Rạch Sỏi	L5-16,17 Khu dân cư TTTM Rạch Sỏi, Phường Rạch Sỏi, Thành phố Rạch Giá, Tỉnh Kiên Giang	9.955067	105.120658999999	(0297) 3919 518	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Hòn Đất	47 Ấp Đường Hòn, Thị trấn Hòn Đất, Huyện Hòn Đất, Tỉnh Kiên Giang	10.1875555	104.9213643	(0297) 3786 133 (35,36)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Giồng Riềng	49A Khu phố 6, Thị trấn Giồng Riềng, Huyện Giồng Riềng, Tỉnh Kiên Giang	9.9238222	105.3728845	(0297) 3654 572 (73,70)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Kiên Giang-Phòng giao dịch Châu Thành Kiên Giang	Số 554 Quốc lộ 61, Khu phố Minh Phú, Thị trấn Minh Lương, Huyện Châu Thành, Tỉnh Kiên Giang	9.9082897	105.155919499999	(0297) 3619 364 (65)	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Phú Quốc	52B đường 30 tháng 4, Khu phố 1, P.Dương Đông, Thành phố  Phú Quốc, Tỉnh Kiên Giang	10.2160488	103.959823799999	(0297) 3995 112	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
Sacombank-Chi nhánh Phú Quốc-Phòng giao dịch An Thới	78 Nguyễn Văn Cừ, Khu phố 3, Phường An Thới, Thành phố Phú Quốc, Tỉnh Kiên Giang	10.0410452	104.0163943	(0297) 3999 771	Thứ Hai-Thứ Sáu: 7h30-11h30; 13h00-17h00	Kiên Giang	100
